iter	RMSE
0	0.1919487687
1	0.1855654416
2	0.1788228746
3	0.1734908257
4	0.16799877
5	0.1625092304
6	0.1573509619
7	0.1520640073
8	0.1469467283
9	0.143434984
10	0.1391190396
11	0.1353960639
12	0.1314037637
13	0.1270050629
14	0.1239286699
15	0.1203528808
16	0.1169734054
17	0.1139110323
18	0.1102577811
19	0.1065813549
20	0.1034092223
21	0.1002761485
22	0.09725365382
23	0.09428536552
24	0.09158698767
25	0.08915445615
26	0.08674859656
27	0.08445503081
28	0.08234865124
29	0.0802290169
30	0.07798070511
31	0.07558983775
32	0.0733982947
33	0.07153907882
34	0.06948266386
35	0.06734419986
36	0.06543994925
37	0.06382089683
38	0.06232141475
39	0.060726042
40	0.05926075281
41	0.05763795142
42	0.05631360748
43	0.05477573641
44	0.05351346633
45	0.05240818292
46	0.05117495397
47	0.04995135008
48	0.04869803889
49	0.04776293908
50	0.04661934155
51	0.0456079736
52	0.04449864102
53	0.04337744067
54	0.04252639397
55	0.04181270533
56	0.04077762704
57	0.03997409924
58	0.03913463981
59	0.03827593273
60	0.03732343403
61	0.03658745607
62	0.03579811333
63	0.03508384316
64	0.03438041795
65	0.03364156279
66	0.03296112887
67	0.03235039364
68	0.03171018316
69	0.03118360014
70	0.0307417985
71	0.03014037177
72	0.029631333
73	0.02912533681
74	0.02862407639
75	0.02802898171
76	0.02751066066
77	0.02706151184
78	0.02661852096
79	0.02622350791
80	0.02576311932
81	0.02536262643
82	0.02508480249
83	0.02467729997
84	0.02432623733
85	0.02396646788
86	0.02354538505
87	0.02318374926
88	0.02278372535
89	0.0225092989
90	0.02219211878
91	0.02182487306
92	0.02149184203
93	0.02120703072
94	0.02089894353
95	0.02060969468
96	0.02033761913
97	0.02005940244
98	0.01980135209
99	0.0195652835
100	0.01928294077
101	0.01904222003
102	0.01876818486
103	0.01856803491
104	0.01839325622
105	0.01819548574
106	0.01797085624
107	0.01775996071
108	0.0174683333
109	0.01720199516
110	0.01697908673
111	0.01676138219
112	0.01658590699
113	0.01643341654
114	0.0162036737
115	0.01598411381
116	0.01575687206
117	0.01554862066
118	0.01540018999
119	0.01518443763
120	0.01498956827
121	0.01486041279
122	0.01471836406
123	0.01456584862
124	0.01439134567
125	0.01427977165
126	0.01416204172
127	0.01397546641
128	0.01381335341
129	0.01366047178
130	0.0135562949
131	0.01343310114
132	0.0132741595
133	0.0131811336
134	0.01310216187
135	0.01298080614
136	0.01290760737
137	0.01278460347
138	0.01266371952
139	0.01256267466
140	0.01243354347
141	0.01233338124
142	0.01223545537
143	0.01213190504
144	0.01200567947
145	0.01187251375
146	0.01177348284
147	0.01167361892
148	0.01157331685
149	0.01145322812
150	0.01136842256
151	0.01129826036
152	0.01121905323
153	0.01114158455
154	0.01107673019
155	0.01099762595
156	0.0109347743
157	0.01086766378
158	0.0108052571
159	0.01074926213
160	0.01065792962
161	0.01060928512
162	0.01052194739
163	0.01046490135
164	0.01041418597
165	0.01033131946
166	0.01024952786
167	0.01013965922
168	0.01006372593
169	0.009992942328
170	0.009917015269
171	0.009868434599
172	0.009790497744
173	0.009736216758
174	0.009696453028
175	0.00964711012
176	0.009608686355
177	0.009545623229
178	0.009508342582
179	0.009468436349
180	0.009405141675
181	0.009342472666
182	0.009270516891
183	0.009236853562
184	0.009204208175
185	0.009172549126
186	0.009141845799
187	0.009077871542
188	0.009014671485
189	0.008985512215
190	0.008957233792
191	0.008887990636
192	0.008860957241
193	0.008834598739
194	0.008778448915
195	0.008754782986
196	0.008677543385
197	0.008639403985
198	0.008585969755
199	0.008562375407
200	0.008541175047
201	0.008469169168
202	0.008446153614
203	0.008424349305
204	0.008402069868
205	0.008355892751
206	0.008290909008
207	0.008259115241
208	0.008239611356
209	0.008220812413
210	0.008195596452
211	0.008166674247
212	0.008149651177
213	0.008133245275
214	0.008091451675
215	0.008069779585
216	0.008046639484
217	0.008029787823
218	0.007964420907
219	0.007949659178
220	0.007915324805
221	0.007869980071
222	0.007854760336
223	0.007840942059
224	0.007792107672
225	0.007778888907
226	0.007724200724
227	0.007706538396
228	0.007661692501
229	0.007638684233
230	0.007624302085
231	0.007567568608
232	0.007530313843
233	0.007519121969
234	0.007500065354
235	0.007470427859
236	0.007429277118
237	0.007369722541
238	0.007341900099
239	0.007323614019
240	0.007312013797
241	0.007266775732
242	0.007256346011
243	0.00724208994
244	0.007232095504
245	0.007187517586
246	0.007137767084
247	0.00712862128
248	0.007088720034
249	0.007072090986
250	0.007035837399
251	0.007022891116
252	0.006982737026
253	0.006968715284
254	0.006949696832
255	0.00694055279
256	0.006931639721
257	0.006891406501
258	0.006878071227
259	0.006862407713
260	0.006815714046
261	0.006804061291
262	0.006793048666
263	0.006782371798
264	0.006750121153
265	0.006734853639
266	0.006675493674
267	0.006644716231
268	0.006612616619
269	0.006571729671
270	0.00651437258
271	0.006503288163
272	0.006491138306
273	0.006474465277
274	0.006465371079
275	0.006433020607
276	0.006424100517
277	0.006417236194
278	0.00638540381
279	0.006344573866
280	0.006314452802
281	0.006264588059
282	0.006228002734
283	0.006220366701
284	0.006174791242
285	0.00615322119
286	0.006143347703
287	0.006134579251
288	0.00610368492
289	0.0060959061
290	0.006084284396
291	0.006049060034
292	0.006039431386
293	0.006011691937
294	0.006003618005
295	0.005995499241
296	0.005963702808
297	0.005937188429
298	0.005931090101
299	0.005906755059
300	0.00589773147
301	0.005891806174
302	0.005867673838
303	0.00585986232
304	0.005843585566
305	0.005812482087
306	0.005794056733
307	0.005786860915
308	0.005781152658
309	0.005772805666
310	0.005756157668
311	0.005749609608
312	0.00571833345
313	0.005711160323
314	0.005674324257
315	0.005650025729
316	0.005621039143
317	0.005590173727
318	0.005561148183
319	0.005534741558
320	0.00552267245
321	0.005517503484
322	0.005511001157
323	0.005504265933
324	0.005495660207
325	0.005470451452
326	0.005434170497
327	0.005415804941
328	0.005407203694
329	0.00538774315
330	0.005382664912
331	0.005345798468
332	0.005320717391
333	0.005310719404
334	0.00529504674
335	0.005286936183
336	0.00528112989
337	0.005257968309
338	0.005233839796
339	0.005227546431
340	0.005222396778
341	0.005204492094
342	0.005180111192
343	0.005169821178
344	0.005155097754
345	0.005148981452
346	0.005128343532
347	0.005097273768
348	0.00509263465
349	0.005088183832
350	0.005071548018
351	0.005062685414
352	0.00505584596
353	0.005034546485
354	0.005014957204
355	0.004996341024
356	0.004967863893
357	0.004962111263
358	0.004947738983
359	0.004925585526
360	0.004896914771
361	0.00489266709
362	0.004882267526
363	0.004878053533
364	0.004855931281
365	0.004848630582
366	0.00484159585
367	0.004821646414
368	0.004816318894
369	0.004800334963
370	0.004790646278
371	0.004775771427
372	0.004760910131
373	0.004750842899
374	0.00474654255
375	0.004741981172
376	0.004733871738
377	0.004719307557
378	0.004706364479
379	0.004699594607
380	0.004695366363
381	0.004672772189
382	0.00464685263
383	0.00463942064
384	0.004632539795
385	0.004626886199
386	0.004612543287
387	0.004606170464
388	0.004602498185
389	0.004595145091
390	0.004591174966
391	0.004585334128
392	0.004578953531
393	0.004577528334
394	0.004557473882
395	0.004538105734
396	0.004534616799
397	0.00453046161
398	0.004512386501
399	0.004509893194
400	0.004496143704
401	0.004490856095
402	0.004473071545
403	0.004456850342
404	0.004453353521
405	0.004438027344
406	0.004435422463
407	0.004430044324
408	0.004420454781
409	0.004412376062
410	0.004393282892
411	0.004389936429
412	0.004383404825
413	0.004358627003
414	0.004346539333
415	0.004342904771
416	0.00432499871
417	0.004318374181
418	0.004312893547
419	0.004297835014
420	0.004292784938
421	0.004287845188
422	0.004265584787
423	0.004260899674
424	0.004255069259
